DEMO_age,DEMO_gender,DEMO_identity_newcomers,DEMO_identity_lgbtq,LONELY_ucla_loneliness_scale_score
49.0,Woman,Not Selected,Not Selected,4.0
25.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
30.0,Man,Not Selected,Not Selected,5.0
68.0,Woman,Not Selected,Not Selected,3.0
32.0,Man,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,5.0
34.0,Man,Not Selected,Not Selected,5.0
31.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
43.0,Woman,Not Selected,Not Selected,7.0
73.0,Woman,Not Selected,Not Selected,6.0
31.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
73.0,Woman,Not Selected,Not Selected,6.0
21.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3.0
29.0,Woman,Not Selected,Not Selected,6.0
26.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
26.0,Man,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)","Sexual or gender minorities (e.g., LGBTQ2+)",6.0
27.0,Woman,Not Selected,Not Selected,5.0
21.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
40.0,Woman,Not Selected,Not Selected,7.0
26.0,Man,Not Selected,Not Selected,6.0
38.0,Man,Not Selected,Not Selected,9.0
26.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
24.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
22.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
60.0,Man,Not Selected,Not Selected,9.0
26.0,Woman,Not Selected,Not Selected,6.0
45.0,Woman,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,7.0
60.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7.0
33.0,Man,Not Selected,Not Selected,3.0
28.0,Woman,Not Selected,Not Selected,5.0
57.0,Woman,Not Selected,Not Selected,3.0
39.0,Woman,Not Selected,Not Selected,3.0
40.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3.0
39.0,Woman,Not Selected,Not Selected,3.0
25.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
55.0,Man,Not Selected,Not Selected,6.0
25.0,Man,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,6.0
41.0,Woman,Not Selected,Not Selected,3.0
30.0,Woman,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,7.0
30.0,Woman,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)","Sexual or gender minorities (e.g., LGBTQ2+)",5.0
60.0,Woman,Not Selected,Not Selected,9.0
28.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
24.0,Woman,Not Selected,Not Selected,6.0
33.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
29.0,Woman,Not Selected,Not Selected,7.0
25.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
53.0,Woman,Not Selected,Not Selected,8.0
28.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
28.0,Man,Not Selected,Not Selected,6.0
30.0,Man,Not Selected,Not Selected,4.0
18.0,Woman,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,5.0
63.0,Woman,Not Selected,Not Selected,5.0
72.0,Woman,Not Selected,Not Selected,3.0
48.0,Man,Not Selected,Not Selected,6.0
37.0,Woman,Not Selected,Not Selected,7.0
26.0,Woman,Not Selected,Not Selected,5.0
28.0,Woman,Not Selected,Not Selected,7.0
52.0,Woman,Not Selected,Not Selected,7.0
30.0,Man,Not Selected,Not Selected,7.0
71.0,Woman,Not Selected,Not Selected,7.0
63.0,Woman,Not Selected,Not Selected,4.0
27.0,Woman,Not Selected,Not Selected,5.0
35.0,Man,Not Selected,Not Selected,4.0
45.0,Man,Not Selected,Not Selected,3.0
55.0,Man,Not Selected,Not Selected,7.0
20.0,Woman,Not Selected,Not Selected,6.0
40.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7.0
34.0,Woman,Not Selected,Not Selected,5.0
69.0,Woman,Not Selected,Not Selected,6.0
33.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
73.0,Woman,Not Selected,Not Selected,6.0
24.0,Woman,Not Selected,Not Selected,4.0
62.0,Woman,Not Selected,Not Selected,4.0
34.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
30.0,Man,Not Selected,Not Selected,7.0
38.0,Woman,Not Selected,Not Selected,6.0
27.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
60.0,Woman,Not Selected,Not Selected,4.0
48.0,Woman,Not Selected,Not Selected,5.0
41.0,Man,Not Selected,Not Selected,6.0
25.0,Woman,Not Selected,Not Selected,9.0
34.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
73.0,Man,Not Selected,Not Selected,8.0
32.0,Woman,Not Selected,Not Selected,6.0
32.0,Man,Not Selected,Not Selected,6.0
24.0,Man,Not Selected,Not Selected,6.0
38.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
26.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3.0
59.0,Woman,Not Selected,Not Selected,6.0
30.0,Man,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,6.0
69.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
23.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
33.0,Man,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)","Sexual or gender minorities (e.g., LGBTQ2+)",4.0
25.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
27.0,Woman,Not Selected,Not Selected,5.0
21.0,Woman,Not Selected,Not Selected,5.0
37.0,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
56.0,Woman,Not Selected,Not Selected,9.0
24.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
66.0,Woman,Not Selected,Not Selected,6.0
32.0,Man,Not Selected,Not Selected,3.0
45.0,Man,Not Selected,Not Selected,9.0
30.0,Woman,Not Selected,Not Selected,3.0
77.0,Woman,Not Selected,Not Selected,4.0
34.0,Man,Not Selected,Not Selected,6.0
45.0,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",9.0
60.0,Woman,Not Selected,Not Selected,7.0
23.0,Man,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)","Sexual or gender minorities (e.g., LGBTQ2+)",5.0
49.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
25.0,Man,Not Selected,Not Selected,4.0
36.0,Woman,Not Selected,Not Selected,6.0
30.0,Man,Not Selected,Not Selected,6.0
53.0,Woman,Not Selected,Not Selected,7.0
80.0,Man,Not Selected,Not Selected,5.0
39.0,Man,Not Selected,Not Selected,5.0
73.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7.0
23.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
25.0,Woman,Not Selected,Not Selected,4.0
38.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
31.0,Man,Not Selected,Not Selected,4.0
35.0,Woman,Not Selected,Not Selected,6.0
32.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
23.0,Woman,Not Selected,Not Selected,4.0
27.0,Woman,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,6.0
54.0,Woman,Not Selected,Not Selected,5.0
25.0,Woman,Not Selected,Not Selected,3.0
33.0,Woman,Not Selected,Not Selected,6.0
39.0,Man,Not Selected,Not Selected,5.0
29.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
25.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
57.0,Non-binary,Not Selected,Not Selected,3.0
49.0,Woman,Not Selected,Not Selected,6.0
65.0,Woman,Not Selected,Not Selected,4.0
39.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",9.0
57.0,Man,Not Selected,Not Selected,9.0
25.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
36.0,Man,Not Selected,Not Selected,6.0
71.0,Man,Not Selected,Not Selected,8.0
25.0,Woman,Not Selected,Not Selected,6.0
27.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
60.0,Woman,Not Selected,Not Selected,6.0
28.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
36.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
20.0,Man,Not Selected,Not Selected,5.0
66.0,Woman,Not Selected,Not Selected,5.0
30.0,Man,Not Selected,Not Selected,6.0
62.0,Woman,Not Selected,Not Selected,3.0
29.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
51.0,Man,Not Selected,Not Selected,5.0
31.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
28.0,Woman,Not Selected,Not Selected,6.0
59.0,Woman,Not Selected,Not Selected,9.0
28.0,Woman,Not Selected,Not Selected,6.0
39.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",8.0
28.0,Woman,Not Selected,Not Selected,6.0
26.0,Man,Not Selected,Not Selected,6.0
32.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
53.0,Man,Not Selected,Not Selected,9.0
49.0,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7.0
38.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3.0
26.0,Man,Not Selected,Not Selected,5.0
35.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
51.0,Woman,Not Selected,Not Selected,6.0
31.0,Man,Not Selected,Not Selected,5.0
32.0,Woman,Not Selected,Not Selected,5.0
40.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
28.0,Man,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)","Sexual or gender minorities (e.g., LGBTQ2+)",6.0
52.0,Man,Not Selected,Not Selected,3.0
64.0,Woman,Not Selected,Not Selected,9.0
29.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
36.0,Man,Not Selected,Not Selected,6.0
56.0,Woman,Not Selected,Not Selected,6.0
63.0,Woman,Not Selected,Not Selected,9.0
60.0,Woman,Not Selected,Not Selected,3.0
31.0,Woman,Not Selected,Not Selected,8.0
42.0,Woman,Not Selected,Not Selected,4.0
71.0,Man,Not Selected,Not Selected,7.0
78.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3.0
76.0,Man,Not Selected,Not Selected,9.0
20.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
40.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3.0
23.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
43.0,Woman,Not Selected,Not Selected,9.0
59.0,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",9.0
42.0,Woman,Not Selected,Not Selected,7.0
20.0,Man,Not Selected,Not Selected,4.0
34.0,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
28.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
24.0,Woman,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,5.0
43.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7.0
29.0,Man,Not Selected,Not Selected,4.0
30.0,Woman,Not Selected,Not Selected,5.0
56.0,Woman,Not Selected,Not Selected,4.0
60.0,Woman,Not Selected,Not Selected,3.0
32.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
25.0,Woman,Not Selected,Not Selected,6.0
62.0,Woman,Not Selected,Not Selected,5.0
63.0,Woman,Not Selected,Not Selected,5.0
36.0,Man,Not Selected,Not Selected,6.0
73.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
33.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3.0
22.0,Woman,Not Selected,Not Selected,5.0
40.0,Man,Not Selected,Not Selected,4.0
33.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
28.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
28.0,Woman,Not Selected,Not Selected,6.0
33.0,Man,Not Selected,Not Selected,6.0
51.0,Woman,Not Selected,Not Selected,3.0
28.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3.0
29.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
31.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
25.0,Man,Not Selected,Not Selected,5.0
85.0,Non-binary,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)","Sexual or gender minorities (e.g., LGBTQ2+)",7.0
33.0,Woman,Not Selected,Not Selected,3.0
65.0,Man,Not Selected,Not Selected,3.0
22.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
46.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
40.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
71.0,Woman,Not Selected,Not Selected,4.0
20.0,Woman,Not Selected,Not Selected,6.0
22.0,Man,Not Selected,Not Selected,5.0
35.0,Man,Not Selected,Not Selected,7.0
39.0,Woman,Not Selected,Not Selected,5.0
55.0,Man,Not Selected,Not Selected,5.0
67.0,Woman,Not Selected,Not Selected,8.0
65.0,Man,Not Selected,Not Selected,4.0
41.0,Man,Not Selected,Not Selected,4.0
23.0,Woman,Not Selected,Not Selected,7.0
23.0,Woman,Not Selected,Not Selected,6.0
35.0,Woman,Not Selected,Not Selected,5.0
68.0,Woman,Not Selected,Not Selected,3.0
45.0,Man,Not Selected,Not Selected,3.0
34.0,Man,Not Selected,Not Selected,7.0
21.0,Woman,Not Selected,Not Selected,6.0
34.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
25.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
38.0,Man,Not Selected,Not Selected,4.0
43.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",8.0
26.0,Woman,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)","Sexual or gender minorities (e.g., LGBTQ2+)",7.0
82.0,Woman,Not Selected,Not Selected,5.0
32.0,Man,Not Selected,Not Selected,7.0
32.0,Man,Not Selected,Not Selected,7.0
30.0,Woman,Not Selected,Not Selected,6.0
63.0,Man,Presented but no response,Not Selected,3.0
23.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
57.0,Man,Not Selected,Not Selected,6.0
39.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
34.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
66.0,Man,Not Selected,Not Selected,3.0
35.0,Man,Not Selected,Not Selected,6.0
37.0,Man,Not Selected,Not Selected,4.0
25.0,Man,Not Selected,Not Selected,3.0
47.0,Woman,Not Selected,Not Selected,9.0
24.0,Man,Not Selected,Not Selected,5.0
64.0,Non-binary,Not Selected,Not Selected,6.0
37.0,Man,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)","Sexual or gender minorities (e.g., LGBTQ2+)",5.0
57.0,Man,Not Selected,Not Selected,4.0
60.0,Man,Not Selected,Not Selected,6.0
34.0,Woman,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,4.0
29.0,Man,Not Selected,Not Selected,4.0
16.0,Woman,Presented but no response,Not Selected,6.0
30.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
27.0,Man,Not Selected,Not Selected,3.0
30.0,Man,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,6.0
35.0,Woman,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,3.0
79.0,Man,Not Selected,Not Selected,9.0
62.0,Woman,Not Selected,Not Selected,9.0
66.0,Woman,Not Selected,Not Selected,4.0
22.0,Woman,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)","Sexual or gender minorities (e.g., LGBTQ2+)",5.0
43.0,Woman,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)","Sexual or gender minorities (e.g., LGBTQ2+)",8.0
67.0,Man,Not Selected,Not Selected,5.0
41.0,Man,Not Selected,Not Selected,3.0
37.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
27.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
19.0,Woman,Not Selected,Not Selected,9.0
22.0,Woman,Not Selected,Not Selected,7.0
28.0,Man,Not Selected,Not Selected,3.0
45.0,Woman,Not Selected,Not Selected,3.0
28.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7.0
29.0,Man,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)","Sexual or gender minorities (e.g., LGBTQ2+)",3.0
63.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3.0
55.0,Woman,Not Selected,Not Selected,7.0
18.0,Man,Not Selected,Not Selected,9.0
55.0,Woman,Not Selected,Not Selected,4.0
25.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
25.0,Man,Not Selected,Not Selected,4.0
26.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
70.0,Woman,Not Selected,Not Selected,7.0
59.0,Woman,Not Selected,Not Selected,5.0
37.0,Woman,Not Selected,Not Selected,3.0
68.0,Woman,Not Selected,Not Selected,6.0
30.0,Man,Not Selected,Not Selected,6.0
28.0,Man,Not Selected,Not Selected,6.0
23.0,Man,Not Selected,Not Selected,6.0
26.0,Woman,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)","Sexual or gender minorities (e.g., LGBTQ2+)",5.0
28.0,Woman,Not Selected,Not Selected,6.0
40.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
69.0,Man,Not Selected,Not Selected,9.0
25.0,Man,Not Selected,Not Selected,6.0
30.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
42.0,Man,Not Selected,Not Selected,9.0
64.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
34.0,Woman,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)","Sexual or gender minorities (e.g., LGBTQ2+)",9.0
35.0,Man,Not Selected,Not Selected,5.0
28.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
25.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
36.0,Woman,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)","Sexual or gender minorities (e.g., LGBTQ2+)",3.0
31.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
19.0,Woman,Not Selected,Not Selected,5.0
23.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
50.0,Woman,Not Selected,Not Selected,6.0
25.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
26.0,Man,Not Selected,Not Selected,4.0
40.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
65.0,Woman,Not Selected,Not Selected,3.0
63.0,Woman,Not Selected,Not Selected,3.0
35.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
28.0,Man,Not Selected,Not Selected,6.0
26.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
27.0,Woman,Not Selected,Not Selected,6.0
39.0,Woman,Not Selected,Not Selected,5.0
24.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
68.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",9.0
30.0,Man,Not Selected,Not Selected,3.0
31.0,Man,Not Selected,Not Selected,5.0
58.0,Woman,Not Selected,Not Selected,6.0
62.0,Woman,Not Selected,Not Selected,9.0
42.0,Man,Not Selected,Not Selected,5.0
54.0,Woman,Not Selected,Not Selected,4.0
19.0,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",8.0
70.0,Man,Not Selected,Not Selected,8.0
38.0,Woman,Not Selected,Not Selected,4.0
56.0,Woman,Not Selected,Not Selected,6.0
30.0,Man,Not Selected,Not Selected,9.0
35.0,Man,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)","Sexual or gender minorities (e.g., LGBTQ2+)",6.0
28.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7.0
36.0,Woman,Not Selected,Not Selected,3.0
35.0,Man,Not Selected,Not Selected,8.0
26.0,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
30.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7.0
74.0,Woman,Not Selected,Not Selected,4.0
58.0,Man,Not Selected,Not Selected,5.0
32.0,Woman,Not Selected,Not Selected,9.0
34.0,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7.0
32.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",9.0
28.0,Woman,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,6.0
35.0,Man,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,5.0
47.0,Man,Not Selected,Not Selected,3.0
24.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
39.0,Woman,Not Selected,Not Selected,6.0
31.0,Woman,Not Selected,Not Selected,5.0
28.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3.0
30.0,Woman,Not Selected,Not Selected,5.0
70.0,Woman,Not Selected,Not Selected,9.0
36.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
71.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
65.0,Woman,Not Selected,Not Selected,8.0
57.0,Man,Not Selected,Not Selected,3.0
47.0,Woman,Not Selected,Not Selected,9.0
38.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
66.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
33.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
41.0,Man,Not Selected,Not Selected,7.0
28.0,Man,Not Selected,Not Selected,7.0
40.0,Woman,Not Selected,Not Selected,9.0
52.0,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7.0
74.0,Woman,Not Selected,Not Selected,3.0
25.0,Woman,Not Selected,Not Selected,6.0
25.0,Man,Not Selected,Not Selected,5.0
30.0,Woman,Not Selected,Not Selected,5.0
35.0,Man,Not Selected,Not Selected,8.0
32.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
30.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
25.0,Woman,Not Selected,Not Selected,5.0
25.0,Woman,Not Selected,Not Selected,7.0
70.0,Man,Not Selected,Not Selected,6.0
66.0,Man,Not Selected,Not Selected,6.0
25.0,Man,Not Selected,Not Selected,7.0
30.0,Man,Not Selected,Not Selected,4.0
46.0,Woman,Not Selected,Not Selected,6.0
33.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
60.0,Woman,Not Selected,Not Selected,7.0
31.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
77.0,Woman,Not Selected,Not Selected,6.0
32.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3.0
28.0,Man,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,6.0
23.0,Woman,Not Selected,Not Selected,5.0
29.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",8.0
62.0,Woman,Not Selected,Not Selected,6.0
24.0,Woman,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,5.0
29.0,Woman,Not Selected,Not Selected,5.0
46.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
32.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
36.0,Man,Not Selected,Not Selected,6.0
34.0,Woman,Not Selected,Not Selected,9.0
31.0,Woman,Not Selected,Not Selected,3.0
23.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
40.0,Woman,Not Selected,Not Selected,8.0
56.0,Woman,Not Selected,Not Selected,4.0
36.0,Woman,Not Selected,Not Selected,7.0
44.0,Woman,Not Selected,Not Selected,7.0
36.0,Man,Not Selected,Not Selected,4.0
67.0,Man,Not Selected,Not Selected,4.0
26.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
46.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",9.0
36.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3.0
72.0,Woman,Not Selected,Not Selected,9.0
68.0,Woman,Not Selected,Not Selected,4.0
29.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
32.0,Woman,Not Selected,Not Selected,5.0
25.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
20.0,Man,Not Selected,Not Selected,5.0
68.0,Woman,Not Selected,Not Selected,9.0
36.0,Woman,Not Selected,Not Selected,8.0
65.0,Woman,Not Selected,Not Selected,5.0
80.0,Man,Not Selected,Not Selected,8.0
39.0,Man,Not Selected,Not Selected,3.0
35.0,Man,Not Selected,Not Selected,5.0
18.0,Woman,Not Selected,Not Selected,9.0
31.0,Man,Not Selected,Not Selected,5.0
64.0,Man,Not Selected,Not Selected,7.0
61.0,Woman,Not Selected,Not Selected,6.0
21.0,Man,Not Selected,Not Selected,3.0
23.0,Man,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)","Sexual or gender minorities (e.g., LGBTQ2+)",4.0
29.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
30.0,Woman,Not Selected,Not Selected,8.0
